CEP;NUMERO;COMPLEMENTO;QTDE
64000010;630;MARANHAO ;5
64000010;420;MARANHAO ;8
64000010;522;MARANHAO ;8
64000010;444;MARANHAO ;8
64000010;780;MARANHAO ;1
64000010;300;MARANHAO ;6
64000010;500;MARANHAO ;6
64000010;406;MARANHAO ;8
64000010;524;MARANHAO ;8
64000010;900;MARANHAO ;1
64000010;526;MARANHAO ;8
64000010;442;MARANHAO ;8
64000010;520;MARANHAO ;8
64000010;446;MARANHAO ;8
64000010;430;MARANHAO ;8
64000020;2803;SERAFIM;0
64000020;2793;SERAFIM;0
64000020;2833;SERAFIM;0
64000020;2461;SERAFIM;1
64000020;2501;SERAFIM;1
64000030;949;JOAO CABRAL ;8
64000030;SN9;JOAO CABRAL ;3
64000030;509;JOAO CABRAL ;5
64000030;758;JOAO CABRAL ;2
64000030;752;JOAO CABRAL ;2
64000030;927;JOAO CABRAL ;8
64000030;901;JOAO CABRAL ;8
64000030;385;JOAO CABRAL ;4
64000030;904;JOAO CABRAL ;8
64000030;391;JOAO CABRAL ;4
64000030;808;JOAO CABRAL ;2
64000030;811;JOAO CABRAL ;2
64000030;724;JOAO CABRAL ;1
64000030;393;JOAO CABRAL ;4
64000030;1037;JOAO CABRAL ;2
64000030;534;JOAO CABRAL ;5
64000030;476;JOAO CABRAL ;2
64000030;1031;JOAO CABRAL ;2
64000030;441;JOAO CABRAL ;2
64000030;1085;JOAO CABRAL ;3
64000030;820;JOAO CABRAL ;2
64000030;379;JOAO CABRAL ;4
64000030;906;JOAO CABRAL ;8
64000030;453;JOAO CABRAL ;2
64000030;925;JOAO CABRAL ;8
64000030;1109;JOAO CABRAL ;2
64000030;705;JOAO CABRAL ;1
64000030;1027;JOAO CABRAL ;2
64000030;748;JOAO CABRAL ;2
64000030;SN48;JOAO CABRAL ;5
64000030;389;JOAO CABRAL ;4
64000030;387;JOAO CABRAL ;4
64000030;622;JOAO CABRAL ;5
64000030;557;JOAO CABRAL ;5
64000030;43;JOAO CABRAL ;6
64000030;23;JOAO CABRAL ;6
64000030;694;JOAO CABRAL ;1
64000030;999;JOAO CABRAL ;2
64000030;1081;JOAO CABRAL ;3
64000030;778;JOAO CABRAL ;2
64000030;113;JOAO CABRAL ;6
64000030;912;JOAO CABRAL ;8
64000030;381;JOAO CABRAL ;4
64000030;681;JOAO CABRAL ;1
64000030;806;JOAO CABRAL ;2
64000030;807;JOAO CABRAL ;2
64000030;712;JOAO CABRAL ;1
64000030;607;JOAO CABRAL ;5
64000030;666;JOAO CABRAL ;1
64000030;417;JOAO CABRAL ;2
64000030;734;JOAO CABRAL ;2
64000030;719;JOAO CABRAL ;2
64000030;29;JOAO CABRAL ;6
64000030;866;JOAO CABRAL ;2
64000030;730;JOAO CABRAL ;2
64000030;383;JOAO CABRAL ;4
64000030;961;JOAO CABRAL ;1
64000030;716;JOAO CABRAL ;1
64000030;525;JOAO CABRAL ;5
64000030;788;JOAO CABRAL ;2
64000030;1073;JOAO CABRAL ;3
64000030;998;JOAO CABRAL ;2
64000030;738;JOAO CABRAL ;3
64000030;437;JOAO CABRAL ;2
64000030;501;JOAO CABRAL ;2
64000030;421;JOAO CABRAL ;2
64000030;702;JOAO CABRAL ;1
64000030;797;JOAO CABRAL ;2
64000030;865;JOAO CABRAL ;2
64000030;800;JOAO CABRAL ;2
64000030;817;JOAO CABRAL ;2
64000030;638;JOAO CABRAL ;5
64000030;518;JOAO CABRAL ;5
64000030;471;JOAO CABRAL ;2
64000030;989;JOAO CABRAL ;2
64000030;795;JOAO CABRAL ;2
64000030;981;JOAO CABRAL ;2
64000030;768;JOAO CABRAL ;2
64000030;678;JOAO CABRAL ;1
64000030;SN61;JOAO CABRAL ;5
64000030;777;JOAO CABRAL ;2
64000030;541;JOAO CABRAL ;5
64000030;650;JOAO CABRAL ;1
64000030;1013;JOAO CABRAL ;2
64000030;SN25;JOAO CABRAL ;2
64000030;1099;JOAO CABRAL ;2
64000030;687;JOAO CABRAL ;1
64000030;407;JOAO CABRAL ;2
64000030;431;JOAO CABRAL ;2
64000030;550;JOAO CABRAL ;5
64000030;102;JOAO CABRAL ;1
64000030;489;JOAO CABRAL ;2
64000030;692;JOAO CABRAL ;1
64000030;909;JOAO CABRAL ;8
64000030;522;JOAO CABRAL ;5
64000030;1035;JOAO CABRAL ;2
64000030;626;JOAO CABRAL ;5
64000030;503;JOAO CABRAL ;2
64000040;49;DA LIBERDADE;7
64000040;SN39;DA LIBERDADE;7
64000040;41;DA LIBERDADE;7
64000050;627;RIACHUELO ;0
64000050;547;RIACHUELO ;2
64000050;713;RIACHUELO ;8
64000050;61;RIACHUELO ;5
64000050;790;RIACHUELO ;1
64000050;830;RIACHUELO ;1
64000050;820;RIACHUELO ;1
64000050;581;RIACHUELO ;0
64000050;634;RIACHUELO ;0
64000050;485;RIACHUELO ;2
64000050;510;RIACHUELO ;2
64000050;520;RIACHUELO ;2
64000050;768;RIACHUELO ;5
64000050;516;RIACHUELO ;2
64000050;760;RIACHUELO ;5
64000050;719;RIACHUELO ;5
64000050;617;RIACHUELO ;0
64000050;396;RIACHUELO ;3
64000050;535;RIACHUELO ;2
64000050;621;RIACHUELO ;0
64000050;111;RIACHUELO ;5
64000050;806;RIACHUELO ;1
64000050;691;RIACHUELO ;8
64000050;523;RIACHUELO ;2
64000050;384;RIACHUELO ;3
64000050;876;RIACHUELO ;2
64000050;728;RIACHUELO ;8
64000050;798;RIACHUELO ;1
64000050;422;RIACHUELO ;3
64000050;587;RIACHUELO ;0
64000050;435;RIACHUELO ;3
64000050;416;RIACHUELO ;3
64000050;656;RIACHUELO ;0
64000050;490;RIACHUELO ;2
64000050;654;RIACHUELO ;0
64000050;5838;RIACHUELO ;0
64000050;733;RIACHUELO ;5
64000050;797;RIACHUELO ;1
64000050;770;RIACHUELO ;5
64000050;522;RIACHUELO ;2
64000050;58;RIACHUELO ;5
64000050;611;RIACHUELO ;0
64000050;665;RIACHUELO ;8
64000050;765;RIACHUELO ;5
64000050;753;RIACHUELO ;5
64000050;495;RIACHUELO ;2
64000050;897;RIACHUELO ;2
64000050;882;RIACHUELO ;2
64000050;791;RIACHUELO ;5
64000050;531;RIACHUELO ;2
64000050;782;RIACHUELO ;5
64000050;929;RIACHUELO ;2
64000050;723;RIACHUELO ;5
64000050;659;RIACHUELO ;0
64000050;775;RIACHUELO ;5
64000050;378;RIACHUELO ;3
64000050;107;RIACHUELO ;5
64000050;637;RIACHUELO ;0
64000050;117;RIACHUELO ;5
64000050;125;RIACHUELO ;5
64000050;487;RIACHUELO ;2
64000050;428;RIACHUELO ;3
64000050;402;RIACHUELO ;3
64000050;623;RIACHUELO ;0
64000050;71;RIACHUELO ;5
64000050;SN5;RIACHUELO ;7
64000050;695;RIACHUELO ;8
64000050;845;RIACHUELO ;3
64000050;786;RIACHUELO ;5
64000050;494;RIACHUELO ;2
64000050;483;RIACHUELO ;2
64000050;498;RIACHUELO ;2
64000050;919;RIACHUELO ;2
64000050;878;RIACHUELO ;2
64000050;519;RIACHUELO ;2
64000050;894;RIACHUELO ;2
64000050;738;RIACHUELO ;5
64000050;651;RIACHUELO ;0
64000050;589;RIACHUELO ;0
64000050;658;RIACHUELO ;0
64000050;432;RIACHUELO ;3
64000050;65;RIACHUELO ;5
64000050;83;RIACHUELO ;5
64000050;742;RIACHUELO ;5
64000050;777;RIACHUELO ;5
64000050;591;RIACHUELO ;0
64000050;769;RIACHUELO ;5
64000050;SN41;RIACHUELO ;3
64000050;392;RIACHUELO ;3
64000050;734;RIACHUELO ;5
64000050;563;RIACHUELO ;6
64000050;561;RIACHUELO ;6
64000050;489;RIACHUELO ;2
64000050;810;RIACHUELO ;1
64000050;757;RIACHUELO ;5
64000050;750;RIACHUELO ;5
64000050;807;RIACHUELO ;1
64000050;747;RIACHUELO ;5
64000050;887;RIACHUELO ;2
64000050;541;RIACHUELO ;2
64000050;601;RIACHUELO ;0
64000050;888;RIACHUELO ;2
64000050;805;RIACHUELO ;1
64000050;515;RIACHUELO ;2
64000050;499;RIACHUELO ;2
64000050;429;RIACHUELO ;3
64000050;635;RIACHUELO ;0
64000050;129;RIACHUELO ;5
64000050;705;RIACHUELO ;8
64000050;726;RIACHUELO ;8
64000050;911;RIACHUELO ;2
64000050;412;RIACHUELO ;3
64000050;644;RIACHUELO ;4
64000050;644;RIACHUELO ;5
64000060;2131;ALVARO MENDES;0
64000060;1947;ALVARO MENDES;0
64000060;2075;ALVARO MENDES;4
64000060;1455;ALVARO MENDES;4
64000060;948;ALVARO MENDES;5
64000060;1253;ALVARO MENDES;0
64000060;1140;ALVARO MENDES;0
64000060;1008;ALVARO MENDES;1
64000060;1857;ALVARO MENDES;0
64000060;2121;ALVARO MENDES;0
64000060;1208;ALVARO MENDES;0
64000060;2419;ALVARO MENDES;1
64000060;934;ALVARO MENDES;5
64000060;2279;ALVARO MENDES;0
64000060;1200;ALVARO MENDES;0
64000060;1849;ALVARO MENDES;0
64000060;2045;ALVARO MENDES;4
64000060;848;ALVARO MENDES;5
64000060;1904;ALVARO MENDES;0
64000060;1374;ALVARO MENDES;4
64000060;1943;ALVARO MENDES;0
64000060;1067;ALVARO MENDES;1
64000060;1310;ALVARO MENDES;4
64000060;1031;ALVARO MENDES;1
64000060;1226;ALVARO MENDES;0
64000060;2128;ALVARO MENDES;0
64000060;1089;ALVARO MENDES;1
64000060;884;ALVARO MENDES;5
64000060;94;ALVARO MENDES;4
64000060;1232;ALVARO MENDES;0
64000060;1474;ALVARO MENDES;1
64000060;1863;ALVARO MENDES;0
64000060;768;ALVARO MENDES;6
64000060;1961;ALVARO MENDES;0
64000060;844;ALVARO MENDES;5
64000060;2421;ALVARO MENDES;1
64000060;1042;ALVARO MENDES;1
64000060;1019;ALVARO MENDES;1
64000060;1357;ALVARO MENDES;4
64000060;1450;ALVARO MENDES;4
64000060;1237;ALVARO MENDES;0
64000060;814;ALVARO MENDES;6
64000060;1469;ALVARO MENDES;1
64000060;SN181;ALVARO MENDES;0
64000060;SN6;ALVARO MENDES;5
64000060;1045;ALVARO MENDES;1
64000060;1032;ALVARO MENDES;1
64000060;2447;ALVARO MENDES;1
64000060;2301;ALVARO MENDES;3
64000060;991;ALVARO MENDES;5
64000060;1173;ALVARO MENDES;0
64000060;1531;ALVARO MENDES;4
64000060;2003;ALVARO MENDES;0
64000060;1193;ALVARO MENDES;0
64000060;2287;ALVARO MENDES;0
64000060;823;ALVARO MENDES;6
64000060;1272;ALVARO MENDES;4
64000060;825;ALVARO MENDES;5
64000060;1547;ALVARO MENDES;4
64000060;822;ALVARO MENDES;5
64000060;1955;ALVARO MENDES;0
64000060;846;ALVARO MENDES;5
64000060;860;ALVARO MENDES;5
64000060;2280;ALVARO MENDES;3
64000060;1322;ALVARO MENDES;4
64000060;1051;ALVARO MENDES;1
64000060;1557;ALVARO MENDES;4
64000060;827;ALVARO MENDES;5
64000060;1061;ALVARO MENDES;1
64000060;1481;ALVARO MENDES;1
64000060;2346;ALVARO MENDES;0
64000060;2120;ALVARO MENDES;0
64000060;894;ALVARO MENDES;5
64000060;826;ALVARO MENDES;5
64000060;972;ALVARO MENDES;5
64000060;1011;ALVARO MENDES;1
64000060;2091;ALVARO MENDES;1
64000060;1436;ALVARO MENDES;4
64000060;2448;ALVARO MENDES;1
64000060;2190;ALVARO MENDES;0
64000060;330;ALVARO MENDES;6
64000060;2151;ALVARO MENDES;0
64000060;1218;ALVARO MENDES;0
64000060;772;ALVARO MENDES;6
64000060;2068;ALVARO MENDES;4
64000060;1070;ALVARO MENDES;1
64000060;2273;ALVARO MENDES;0
64000060;1952;ALVARO MENDES;0
64000060;2090;ALVARO MENDES;4
64000060;2163;ALVARO MENDES;0
64000060;1832;ALVARO MENDES;0
64000060;2317;ALVARO MENDES;0
64000060;1377;ALVARO MENDES;4
64000060;2083;ALVARO MENDES;4
64000060;861;ALVARO MENDES;5
64000060;1207;ALVARO MENDES;0
64000060;1680;ALVARO MENDES;4
64000060;2048;ALVARO MENDES;4
64000060;1801;ALVARO MENDES;0
64000060;2021;ALVARO MENDES;4
64000060;1988;ALVARO MENDES;0
64000060;800;ALVARO MENDES;6
64000060;1519;ALVARO MENDES;1
64000060;1373;ALVARO MENDES;4
64000060;1485;ALVARO MENDES;1
64000060;1915;ALVARO MENDES;0
64000060;1982;ALVARO MENDES;0
64000060;1157;ALVARO MENDES;0
64000060;1548;ALVARO MENDES;4
64000060;1378;ALVARO MENDES;4
64000060;2526;ALVARO MENDES;1
64000060;1597;ALVARO MENDES;4
64000060;1135;ALVARO MENDES;0
64000060;1567;ALVARO MENDES;4
64000060;937;ALVARO MENDES;5
64000060;1885;ALVARO MENDES;0
64000060;1402;ALVARO MENDES;4
64000060;1271;ALVARO MENDES;4
64000060;1121;ALVARO MENDES;1
64000060;1127;ALVARO MENDES;1
64000060;1431;ALVARO MENDES;4
64000060;986;ALVARO MENDES;1
64000060;1486;ALVARO MENDES;1
64000060;2345;ALVARO MENDES;0
64000060;1101;ALVARO MENDES;1
64000070;859;FIRMINO PIRES ;0
64000070;748;FIRMINO PIRES ;2
64000070;600;FIRMINO PIRES ;3
64000070;428;FIRMINO PIRES ;2
64000070;431;FIRMINO PIRES ;2
64000070;782;FIRMINO PIRES ;2
64000070;730;FIRMINO PIRES ;2
64000070;745;FIRMINO PIRES ;2
64000070;165;FIRMINO PIRES ;5
64000070;905;FIRMINO PIRES ;0
64000070;532;FIRMINO PIRES ;4
64000070;339;FIRMINO PIRES ;2
64000070;734;FIRMINO PIRES ;2
64000070;391;FIRMINO PIRES ;2
64000070;146;FIRMINO PIRES ;5
64000070;399;FIRMINO PIRES ;2
64000070;678;FIRMINO PIRES ;0
64000070;720;FIRMINO PIRES ;2
64000070;427;FIRMINO PIRES ;2
64000070;764;FIRMINO PIRES ;2
64000070;855;FIRMINO PIRES ;0
64000070;643;FIRMINO PIRES ;3
64000070;753;FIRMINO PIRES ;2
64000070;926;FIRMINO PIRES ;0
64000070;790;FIRMINO PIRES ;2
64000070;121;FIRMINO PIRES ;5
64000070;39;FIRMINO PIRES ;5
64000070;824;FIRMINO PIRES ;2
64000070;405;FIRMINO PIRES ;2
64000070;436;FIRMINO PIRES ;2
64000070;692;FIRMINO PIRES ;2
64000070;512;FIRMINO PIRES ;0
64000070;389;FIRMINO PIRES ;2
64000070;150;FIRMINO PIRES ;5
64000070;740;FIRMINO PIRES ;2
64000070;520;FIRMINO PIRES ;0
64000070;887;FIRMINO PIRES ;0
64000070;725;FIRMINO PIRES ;2
64000070;379;FIRMINO PIRES ;2
64000070;731;FIRMINO PIRES ;2
64000070;415;FIRMINO PIRES ;2
64000070;716;FIRMINO PIRES ;2
64000070;527;FIRMINO PIRES ;0
64000070;820;FIRMINO PIRES ;2
64000070;460;FIRMINO PIRES ;0
64000070;413;FIRMINO PIRES ;2
64000070;910;FIRMINO PIRES ;0
64000070;823;FIRMINO PIRES ;2
64000070;542;FIRMINO PIRES ;4
64000070;432;FIRMINO PIRES ;2
64000070;776;FIRMINO PIRES ;2
64000070;880;FIRMINO PIRES ;0
64000070;675;FIRMINO PIRES ;2
64000070;434;FIRMINO PIRES ;2
64000070;429;FIRMINO PIRES ;0
64000070;635;FIRMINO PIRES ;3
64000070;897;FIRMINO PIRES ;0
64000070;423;FIRMINO PIRES ;2
64000070;601;FIRMINO PIRES ;3
64000070;430;FIRMINO PIRES ;2
64000070;857;FIRMINO PIRES ;0
64000070;29;FIRMINO PIRES ;5
64000070;440;FIRMINO PIRES ;0
64000070;623;FIRMINO PIRES ;3
64000070;611;FIRMINO PIRES ;3
64000070;625;FIRMINO PIRES ;3
64000070;538;FIRMINO PIRES ;4
64000070;760;FIRMINO PIRES ;2
64000070;615;FIRMINO PIRES ;3
64000070;45;FIRMINO PIRES ;5
64000080;2138;COELHO RODRIGUES;2
64000080;1926;COELHO RODRIGUES;6
64000080;2009;COELHO RODRIGUES;7
64000080;1286;COELHO RODRIGUES;1
64000080;760;COELHO RODRIGUES;6
64000080;1921;COELHO RODRIGUES;6
64000080;1129;COELHO RODRIGUES;0
64000080;1275;COELHO RODRIGUES;1
64000080;2213;COELHO RODRIGUES;2
64000080;1427;COELHO RODRIGUES;0
64000080;500;COELHO RODRIGUES;6
64000080;1451;COELHO RODRIGUES;0
64000080;1175;COELHO RODRIGUES;0
64000080;1999;COELHO RODRIGUES;7
64000080;2408;COELHO RODRIGUES;1
64000080;816;COELHO RODRIGUES;6
64000080;1016;COELHO RODRIGUES;0
64000080;1105;COELHO RODRIGUES;0
64000080;1062;COELHO RODRIGUES;0
64000080;1880;COELHO RODRIGUES;6
64000080;1203;COELHO RODRIGUES;0
64000080;1310;COELHO RODRIGUES;1
64000080;860;COELHO RODRIGUES;5
64000080;2041;COELHO RODRIGUES;0
64000080;1155;COELHO RODRIGUES;0
64000080;1370;COELHO RODRIGUES;3
64000080;1537;COELHO RODRIGUES;7
64000080;2022;COELHO RODRIGUES;7
64000080;2343;COELHO RODRIGUES;0
64000080;2067;COELHO RODRIGUES;0
64000080;1227;COELHO RODRIGUES;1
64000080;1314;COELHO RODRIGUES;1
64000080;1510;COELHO RODRIGUES;2
64000080;2038;COELHO RODRIGUES;0
64000080;1194;COELHO RODRIGUES;0
64000080;1235;COELHO RODRIGUES;1
64000080;1404;COELHO RODRIGUES;0
64000080;1060;COELHO RODRIGUES;0
64000080;1115;COELHO RODRIGUES;0
64000080;1350;COELHO RODRIGUES;3
64000080;1523;COELHO RODRIGUES;7
64000080;2179;COELHO RODRIGUES;2
64000080;2158;COELHO RODRIGUES;2
64000080;1819;COELHO RODRIGUES;6
64000080;1945;COELHO RODRIGUES;6
64000080;1202;COELHO RODRIGUES;0
64000080;1301;COELHO RODRIGUES;1
64000080;1441;COELHO RODRIGUES;0
64000080;790;COELHO RODRIGUES;6
64000080;1986;COELHO RODRIGUES;7
64000080;1266;COELHO RODRIGUES;1
64000080;1112;COELHO RODRIGUES;0
64000080;774;COELHO RODRIGUES;6
64000080;1812;COELHO RODRIGUES;6
64000080;1213;COELHO RODRIGUES;1
64000080;1390;COELHO RODRIGUES;0
64000080;2461;COELHO RODRIGUES;3
64000080;1573;COELHO RODRIGUES;7
64000080;SN19;COELHO RODRIGUES;6
64000080;2052;COELHO RODRIGUES;0
64000080;1980;COELHO RODRIGUES;7
64000080;1396;COELHO RODRIGUES;0
64000080;1291;COELHO RODRIGUES;1
64000080;1074;COELHO RODRIGUES;0
64000080;1860;COELHO RODRIGUES;6
64000080;1318;COELHO RODRIGUES;1
64000080;1938;COELHO RODRIGUES;6
64000080;1526;COELHO RODRIGUES;7
64000080;2061;COELHO RODRIGUES;0
64000080;2097;COELHO RODRIGUES;0
64000080;2074;COELHO RODRIGUES;0
64000080;2316;COELHO RODRIGUES;1
64000080;1284;COELHO RODRIGUES;1
64000080;1148;COELHO RODRIGUES;0
64000080;241;COELHO RODRIGUES;6
64000080;1564;COELHO RODRIGUES;7
64000080;1466;COELHO RODRIGUES;2
64000080;1476;COELHO RODRIGUES;2
64000080;2260;COELHO RODRIGUES;1
64000080;1245;COELHO RODRIGUES;1
64000080;2002;COELHO RODRIGUES;7
64000080;1988;COELHO RODRIGUES;7
64000080;1044;COELHO RODRIGUES;0
64000080;1244;COELHO RODRIGUES;1
64000080;2441;COELHO RODRIGUES;1
64000080;2428;COELHO RODRIGUES;1
64000080;1147;COELHO RODRIGUES;0
64000080;1094;COELHO RODRIGUES;0
64000080;2033;COELHO RODRIGUES;0
64000080;1881;COELHO RODRIGUES;6
64000080;1101;COELHO RODRIGUES;0
64000080;1434;COELHO RODRIGUES;0
64000080;2142;COELHO RODRIGUES;2
64000080;1990;COELHO RODRIGUES;7
64000080;1296;COELHO RODRIGUES;1
64000080;1209;COELHO RODRIGUES;0
64000080;1611;COELHO RODRIGUES;7
64000080;2233;COELHO RODRIGUES;1
64000080;1312;COELHO RODRIGUES;1
64000080;2051;COELHO RODRIGUES;0
64000080;1535;COELHO RODRIGUES;7
64000080;1305;COELHO RODRIGUES;1
64000080;1661;COELHO RODRIGUES;6
64000080;1555;COELHO RODRIGUES;7
64000080;1239;COELHO RODRIGUES;1
64000080;2269;COELHO RODRIGUES;1
64000080;2389;COELHO RODRIGUES;1
64000080;1521;COELHO RODRIGUES;2
64000080;1647;COELHO RODRIGUES;7
64000080;1542;COELHO RODRIGUES;7
64000080;1259;COELHO RODRIGUES;1
64000080;1217;COELHO RODRIGUES;1
64000080;1408;COELHO RODRIGUES;0
64000080;1547;COELHO RODRIGUES;7
64000080;2196;COELHO RODRIGUES;2
64000080;1460;COELHO RODRIGUES;2
64000080;2071;COELHO RODRIGUES;0
64000080;2012;COELHO RODRIGUES;7
64000080;1064;COELHO RODRIGUES;0
64000080;900;COELHO RODRIGUES;5
64000080;1132;COELHO RODRIGUES;0
64000080;1691;COELHO RODRIGUES;6
64000080;2289;COELHO RODRIGUES;1
64000080;1834;COELHO RODRIGUES;6
64000080;1038;COELHO RODRIGUES;0
64000080;2103;COELHO RODRIGUES;0
64000080;1713;COELHO RODRIGUES;6
64000080;1994;COELHO RODRIGUES;7
64000080;1548;COELHO RODRIGUES;7
64000080;1274;COELHO RODRIGUES;1
64000080;2315;COELHO RODRIGUES;1
64000080;2146;COELHO RODRIGUES;2
64000080;2442;COELHO RODRIGUES;1
64000080;2258;COELHO RODRIGUES;1
64000080;2336;COELHO RODRIGUES;1
64000080;SN1;COELHO RODRIGUES;6
64000080;2380;COELHO RODRIGUES;0
64000080;1788;COELHO RODRIGUES;6
64000080;1431;COELHO RODRIGUES;0
64000080;1380;COELHO RODRIGUES;3
64000080;2130;COELHO RODRIGUES;2
64000080;1342;COELHO RODRIGUES;3
64000080;2378;COELHO RODRIGUES;0
64000090;17;RUI BARBOSA ;2
64000090;21;RUI BARBOSA ;2
64000090;28;RUI BARBOSA ;2
64000090;29;RUI BARBOSA ;2
64000090;30;RUI BARBOSA ;1
64000090;36;RUI BARBOSA ;1
64000090;45;RUI BARBOSA ;1
64000090;59;RUI BARBOSA ;1
64000090;65;RUI BARBOSA ;1
64000090;68;RUI BARBOSA ;1
64000090;79;RUI BARBOSA ;1
64000090;85;RUI BARBOSA ;1
64000090;130;RUI BARBOSA ;0
64000090;134;RUI BARBOSA ;0
64000090;136;RUI BARBOSA ;0
64000090;138;RUI BARBOSA ;0
64000090;142;RUI BARBOSA ;0
64000090;143;RUI BARBOSA ;0
64000090;144;RUI BARBOSA ;0
64000090;150;RUI BARBOSA ;0
64000090;151;RUI BARBOSA ;1
64000090;154;RUI BARBOSA ;0
64000090;270;RUI BARBOSA ;0
64000090;320;RUI BARBOSA ;0
64000090;363;RUI BARBOSA ;0
64000090;420;RUI BARBOSA ;7
64000090;421;RUI BARBOSA ;7
64000090;428;RUI BARBOSA ;7
64000090;438;RUI BARBOSA ;7
64000090;439;RUI BARBOSA ;7
64000090;441;RUI BARBOSA ;7
64000090;442;RUI BARBOSA ;7
64000090;445;RUI BARBOSA ;7
64000090;446;RUI BARBOSA ;7
64000090;452;RUI BARBOSA ;7
64000090;473;RUI BARBOSA ;4
64000090;475;RUI BARBOSA ;4
64000090;482;RUI BARBOSA ;4
64000090;486;RUI BARBOSA ;4
64000090;491;RUI BARBOSA ;4
64000090;502;RUI BARBOSA ;4
64000090;508;RUI BARBOSA ;4
64000090;512;RUI BARBOSA ;4
64000090;514;RUI BARBOSA ;4
64000090;515;RUI BARBOSA ;4
64000090;524;RUI BARBOSA ;4
64000090;527;RUI BARBOSA ;4
64000090;534;RUI BARBOSA ;4
64000090;540;RUI BARBOSA ;4
64000090;544;RUI BARBOSA ;4
64000090;586;RUI BARBOSA ;1
64000090;601;RUI BARBOSA ;1
64000090;602;RUI BARBOSA ;1
64000090;607;RUI BARBOSA ;0
64000090;611;RUI BARBOSA ;0
64000090;619;RUI BARBOSA ;0
64000090;620;RUI BARBOSA ;0
64000090;635;RUI BARBOSA ;0
64000090;638;RUI BARBOSA ;0
64000090;643;RUI BARBOSA ;0
64000090;646;RUI BARBOSA ;0
64000090;653;RUI BARBOSA ;0
64000090;685;RUI BARBOSA ;0
64000090;686;RUI BARBOSA ;0
64000090;689;RUI BARBOSA ;0
64000090;703;RUI BARBOSA ;0
64000090;710;RUI BARBOSA ;0
64000090;711;RUI BARBOSA ;8
64000090;717;RUI BARBOSA ;8
64000090;720;RUI BARBOSA ;8
64000090;721;RUI BARBOSA ;8
64000090;728;RUI BARBOSA ;8
64000090;735;RUI BARBOSA ;8
64000090;738;RUI BARBOSA ;8
64000090;739;RUI BARBOSA ;8
64000090;741;RUI BARBOSA ;8
64000090;743;RUI BARBOSA ;8
64000090;744;RUI BARBOSA ;8
64000090;749;RUI BARBOSA ;8
64000090;750;RUI BARBOSA ;8
64000090;753;RUI BARBOSA ;2
64000090;754;RUI BARBOSA ;8
64000090;755;RUI BARBOSA ;2
64000090;756;RUI BARBOSA ;2
64000090;757;RUI BARBOSA ;2
64000090;760;RUI BARBOSA ;2
64000090;768;RUI BARBOSA ;2
64000090;779;RUI BARBOSA ;2
64000090;794;RUI BARBOSA ;2
64000090;805;RUI BARBOSA ;2
64000090;826;RUI BARBOSA ;2
64000090;845;RUI BARBOSA ;2
64000090;857;RUI BARBOSA ;0
64000090;860;RUI BARBOSA ;0
64000090;869;RUI BARBOSA ;0
64000090;872;RUI BARBOSA ;0
64000090;881;RUI BARBOSA ;0
64000090;882;RUI BARBOSA ;0
64000090;890;RUI BARBOSA ;0
64000090;891;RUI BARBOSA ;0
64000090;893;RUI BARBOSA ;0
64000090;901;RUI BARBOSA ;0
64000090;902;RUI BARBOSA ;0
64000090;909;RUI BARBOSA ;0
64000090;914;RUI BARBOSA ;0
64000090;960;RUI BARBOSA ;0
64000090;961;RUI BARBOSA ;0
64000090;965;RUI BARBOSA ;0
64000090;988;RUI BARBOSA ;0
64000090;1007;RUI BARBOSA ;1
64000090;1164;RUI BARBOSA ;1
64000090;1170;RUI BARBOSA ;1
64000090;1180;RUI BARBOSA ;1
64000090;1196;RUI BARBOSA ;1
64000090;1200;RUI BARBOSA ;1
64000090;1202;RUI BARBOSA ;1
64000090;1206;RUI BARBOSA ;1
64000090;1210;RUI BARBOSA ;1
64000090;1212;RUI BARBOSA ;1
64000090;1216;RUI BARBOSA ;1
64000090;1220;RUI BARBOSA ;1
64000090;1240;RUI BARBOSA ;1
64000090;1242;RUI BARBOSA ;1
64000090;1250;RUI BARBOSA ;1
64000090;1251;RUI BARBOSA ;1
64000090;1257;RUI BARBOSA ;1
64000090;1258;RUI BARBOSA ;1
64000090;1262;RUI BARBOSA ;1
64000090;1265;RUI BARBOSA ;1
64000090;1266;RUI BARBOSA ;1
64000090;1269;RUI BARBOSA ;1
64000090;1272;RUI BARBOSA ;1
64000090;1275;RUI BARBOSA ;1
64000090;1280;RUI BARBOSA ;1
64000090;1287;RUI BARBOSA ;1
64000090;1289;RUI BARBOSA ;1
64000090;1290;RUI BARBOSA ;1
64000090;1294;RUI BARBOSA ;1
64000090;1297;RUI BARBOSA ;1
64000090;1298;RUI BARBOSA ;1
64000090;1305;RUI BARBOSA ;1
64000090;1337;RUI BARBOSA ;0
64000090;1344;RUI BARBOSA ;0
64000090;1345;RUI BARBOSA ;1
64000090;1347;RUI BARBOSA ;0
64000090;1349;RUI BARBOSA ;0
64000090;1351;RUI BARBOSA ;0
64000090;1353;RUI BARBOSA ;0
64000090;1355;RUI BARBOSA ;0
64000090;1366;RUI BARBOSA ;0
64000090;1385;RUI BARBOSA ;0
64000090;1421;RUI BARBOSA ;1
64000090;1514;RUI BARBOSA ;1
64000090;SN67;RUI BARBOSA ;0
64000090;SN7;RUI BARBOSA ;1
64000110;29;SIMPLICIO MENDES ;0
