cep;logradouro;numero;complemento;bairro
64035518;RUA BELA VISTA;3600;;BRASILAR
64035835;RUA SANTA HELENA;1115;;PARQUE JULIANA
64035835;RUA SANTA HELENA;1125;;PARQUE JULIANA
64035835;RUA SANTA HELENA;1133;;PARQUE JULIANA
64035835;RUA SANTA HELENA;1135;;PARQUE JULIANA
64035835;RUA SANTA HELENA;1138;;PARQUE JULIANA
64035835;RUA SANTA HELENA;1140;;PARQUE JULIANA
64035835;RUA SANTA HELENA;1141;;PARQUE JULIANA
64035835;RUA SANTA HELENA;1160;;PARQUE JULIANA
64035835;RUA SANTA HELENA;1166;;PARQUE JULIANA
64035835;RUA SANTA HELENA;1177;;PARQUE JULIANA
64035835;RUA SANTA HELENA;1180;;PARQUE JULIANA
64035835;RUA SANTA HELENA;1180;CA 1;PARQUE JULIANA
64035835;RUA SANTA HELENA;1240;;PARQUE JULIANA
64035835;RUA SANTA HELENA;1484;;PARQUE JULIANA
64035835;RUA SANTA HELENA;1487;;PARQUE JULIANA
64035835;RUA SANTA HELENA;1488;;PARQUE JULIANA
64035835;RUA SANTA HELENA;1492;CA A;PARQUE JULIANA
64035835;RUA SANTA HELENA;1492;CA B;PARQUE JULIANA
64035835;RUA SANTA HELENA;1523;;PARQUE JULIANA
64035835;RUA SANTA HELENA;273;;PARQUE JULIANA
64035835;RUA SANTA HELENA;275;;PARQUE JULIANA
64041690;RUA VINTE E SEIS;4810;VL BANDEIRANTE II;SATÉLITE
64041690;RUA VINTE E SEIS;4859;VL BANDEIRANTE II;SATÉLITE
64041690;RUA VINTE E SEIS;4860;VL BANDEIRANTE II;SATÉLITE
64041690;RUA VINTE E SEIS;4870;VL BANDEIRANTE II;SATÉLITE
64041690;RUA VINTE E SEIS;4875;VL BANDEIRANTE II;SATÉLITE
64041690;RUA VINTE E SEIS;4876;VL BANDEIRANTE II;SATÉLITE
64041690;RUA VINTE E SEIS;4880;VL BANDEIRANTE II;SATÉLITE
64041690;RUA VINTE E SEIS;4883;VL BANDEIRANTE II;SATÉLITE
64041690;RUA VINTE E SEIS;4891;VL BANDEIRANTE II;SATÉLITE
64041690;RUA VINTE E SEIS;4920;VL BANDEIRANTE II;SATÉLITE
64041690;RUA VINTE E SEIS;4920;VL BANDEIRANTE II;VALE QUEM TEM
64045000;AVENIDA JOAO XXIII;1004;VL BANDEIRANTE II;NOIVOS
64045000;AVENIDA JOAO XXIII;1090;VL BANDEIRANTE II;NOIVOS
64045000;AVENIDA JOAO XXIII;1102;VL BANDEIRANTE II;NOIVOS
64045000;AVENIDA JOAO XXIII;1176;VL BANDEIRANTE II;NOIVOS
64045000;AVENIDA JOAO XXIII;1316;VL BANDEIRANTE II;NOIVOS
64045000;AVENIDA JOAO XXIII;1390;VL BANDEIRANTE II;NOIVOS
64045000;AVENIDA JOAO XXIII;242;VL BANDEIRANTE II;NOIVOS
64045000;AVENIDA JOAO XXIII;250;VL BANDEIRANTE II;NOIVOS
64045000;AVENIDA JOAO XXIII;264;VL BANDEIRANTE II;NOIVOS
64045000;AVENIDA JOAO XXIII;770;VL BANDEIRANTE II;NOIVOS
64045000;AVENIDA JOAO XXIII;800;VL BANDEIRANTE II;NOIVOS
64045000;AVENIDA JOAO XXIII;800;VL BANDEIRANTE II;NOIVOS
64045000;AVENIDA JOAO XXIII;800;VL BANDEIRANTE II;NOIVOS
64045000;AVENIDA JOAO XXIII;812;VL BANDEIRANTE II;NOIVOS
64045000;AVENIDA JOAO XXIII;818;VL BANDEIRANTE II;NOIVOS
64045000;AVENIDA JOAO XXIII;878;VL BANDEIRANTE II;NOIVOS
64045000;AVENIDA JOAO XXIII;984;VL BANDEIRANTE II;NOIVOS
64045000;AVENIDA JOAO XXIII;2150;VL BANDEIRANTE II;NOIVOS
64045000;AVENIDA JOAO XXIII;1019;VL BANDEIRANTE II;JÓQUEI
64045000;AVENIDA JOAO XXIII;1021;VL BANDEIRANTE II;JÓQUEI
64045000;AVENIDA JOAO XXIII;1025;VL BANDEIRANTE II;JÓQUEI
64045000;AVENIDA JOAO XXIII;1027;VL BANDEIRANTE II;JÓQUEI
64045000;AVENIDA JOAO XXIII;1031;VL BANDEIRANTE II;JÓQUEI
64045000;AVENIDA JOAO XXIII;1035;VL BANDEIRANTE II;JÓQUEI
64045000;AVENIDA JOAO XXIII;1075;VL BANDEIRANTE II;JÓQUEI
64045000;AVENIDA JOAO XXIII;1091;VL BANDEIRANTE II;JÓQUEI
64045000;AVENIDA JOAO XXIII;1091;VL BANDEIRANTE II;JÓQUEI
64045000;AVENIDA JOAO XXIII;1101;VL BANDEIRANTE II;JÓQUEI
64045000;AVENIDA JOAO XXIII;1111;VL BANDEIRANTE II;JÓQUEI
64045000;AVENIDA JOAO XXIII;1219;VL BANDEIRANTE II;JÓQUEI
64045000;AVENIDA JOAO XXIII;129;VL BANDEIRANTE II;JÓQUEI
64045000;AVENIDA JOAO XXIII;1317;VL BANDEIRANTE II;JÓQUEI
64045000;AVENIDA JOAO XXIII;137;VL BANDEIRANTE II;JÓQUEI
64045000;AVENIDA JOAO XXIII;1411;VL BANDEIRANTE II;JÓQUEI
64045000;AVENIDA JOAO XXIII;149;VL BANDEIRANTE II;JÓQUEI
64045000;AVENIDA JOAO XXIII;207;VL BANDEIRANTE II;JÓQUEI
64045000;AVENIDA JOAO XXIII;215;VL BANDEIRANTE II;JÓQUEI
64045000;AVENIDA JOAO XXIII;533;VL BANDEIRANTE II;JÓQUEI
64045000;AVENIDA JOAO XXIII;553;VL BANDEIRANTE II;JÓQUEI
64045000;AVENIDA JOAO XXIII;565;VL BANDEIRANTE II;JÓQUEI
64045000;AVENIDA JOAO XXIII;925;VL BANDEIRANTE II;JÓQUEI
64045000;AVENIDA JOAO XXIII;1280;VL BANDEIRANTE II;NOIVOS
64045000;AVENIDA JOAO XXIII;1460;VL BANDEIRANTE II;NOIVOS
64045000;AVENIDA JOAO XXIII;1516;VL BANDEIRANTE II;NOIVOS
64045000;AVENIDA JOAO XXIII;1720;VL BANDEIRANTE II;NOIVOS
64045000;AVENIDA JOAO XXIII;1760;VL BANDEIRANTE II;NOIVOS
64045000;AVENIDA JOAO XXIII;1770;VL BANDEIRANTE II;NOIVOS
64045000;AVENIDA JOAO XXIII;1800;VL BANDEIRANTE II;NOIVOS
64045000;AVENIDA JOAO XXIII;1808;VL BANDEIRANTE II;NOIVOS
64045000;AVENIDA JOAO XXIII;1820;VL BANDEIRANTE II;NOIVOS
64045000;AVENIDA JOAO XXIII;1870;VL BANDEIRANTE II;NOIVOS
64045000;AVENIDA JOAO XXIII;1950;VL BANDEIRANTE II;NOIVOS
64045000;AVENIDA JOAO XXIII;900;VL BANDEIRANTE II;NOIVOS
64045020;RUA NOVE;1056;VL BANDEIRANTE II;NOIVOS
64045020;RUA NOVE;224;VL BANDEIRANTE II;NOIVOS
64045020;RUA NOVE;233;VL BANDEIRANTE II;NOIVOS
64045020;RUA NOVE;238;VL BANDEIRANTE II;NOIVOS
64045020;RUA NOVE;238;VL BANDEIRANTE II;NOIVOS
64045100;RUA FRANCISCO FALCAO COSTA;1534;VL BANDEIRANTE II;NOIVOS
64045100;RUA FRANCISCO FALCAO COSTA;1534;VL BANDEIRANTE II;NOIVOS
64045100;RUA FRANCISCO FALCAO COSTA;1534;VL BANDEIRANTE II;NOIVOS
64045100;RUA FRANCISCO FALCAO COSTA;1534;VL BANDEIRANTE II;NOIVOS
64045100;RUA FRANCISCO FALCAO COSTA;190;VL BANDEIRANTE II;NOIVOS
64045105;RUA ANTONIO RAMOS SOBRINHO;1691;VL BANDEIRANTE II;NOIVOS
64045105;RUA ANTONIO RAMOS SOBRINHO;1701;VL BANDEIRANTE II;NOIVOS
64045105;RUA ANTONIO RAMOS SOBRINHO;1721;VL BANDEIRANTE II;NOIVOS
64045105;RUA ANTONIO RAMOS SOBRINHO;1731;VL BANDEIRANTE II;NOIVOS
64045105;RUA ANTONIO RAMOS SOBRINHO;1850;VL BANDEIRANTE II;NOIVOS
64045105;RUA ANTONIO RAMOS SOBRINHO;1870;VL BANDEIRANTE II;NOIVOS
64045112;RUA PEDRO VASCONCELOS;1990;VL BANDEIRANTE II;NOIVOS
64045112;RUA PEDRO VASCONCELOS;2100;VL BANDEIRANTE II;NOIVOS
64045112;RUA PEDRO VASCONCELOS;2110;VL BANDEIRANTE II;NOIVOS
64045112;RUA PEDRO VASCONCELOS;1700;VL BANDEIRANTE II;NOIVOS
64045112;RUA PEDRO VASCONCELOS;1739;BL A;NOIVOS
64045112;RUA PEDRO VASCONCELOS;1739;BL B;NOIVOS
64045112;RUA PEDRO VASCONCELOS;1790;;NOIVOS
64045112;RUA PEDRO VASCONCELOS;1860;;NOIVOS
64045112;RUA PEDRO VASCONCELOS;1880;;NOIVOS
64045112;RUA PEDRO VASCONCELOS;1900;;NOIVOS
64045112;RUA PEDRO VASCONCELOS;1916;;NOIVOS
64045112;RUA PEDRO VASCONCELOS;2000;;NOIVOS
64045112;RUA PEDRO VASCONCELOS;2020;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;1424;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;1435;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;1446;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;1450;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;1465;CA 1;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;1465;CA 2;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;1470;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;1607;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;1619;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;1664;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;1692;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;425;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;1706;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;1708;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;1716;LJ A;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;1731;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;1733;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;1740;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;1750;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;1765;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;1836;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;1846;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;1860;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;1908;CA 1;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;1908;CA 2;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;1943;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;2145;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;2145;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;1997;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;2020;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;2026;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;2040;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;2060;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;2060;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;2090;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;2091;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;2120;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;2134;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;2170;;NOIVOS
64045120;RUA BENTO CLARINDO BASTOS;2171;;NOIVOS
64045130;RUA DESEMBARGADOR JOAO TURIBIO;1012;;NOIVOS
64045130;RUA DESEMBARGADOR JOAO TURIBIO;104;CA 1;NOIVOS
64045130;RUA DESEMBARGADOR JOAO TURIBIO;104;CA 2;NOIVOS
64045130;RUA DESEMBARGADOR JOAO TURIBIO;104;CA 3;NOIVOS
64045130;RUA DESEMBARGADOR JOAO TURIBIO;104;CA 4;NOIVOS
64045130;RUA DESEMBARGADOR JOAO TURIBIO;1085;;NOIVOS
64045130;RUA DESEMBARGADOR JOAO TURIBIO;1095;;NOIVOS
64045130;RUA DESEMBARGADOR JOAO TURIBIO;1105;;NOIVOS
64045130;RUA DESEMBARGADOR JOAO TURIBIO;1115;;NOIVOS
64045130;RUA DESEMBARGADOR JOAO TURIBIO;1125;;NOIVOS
64045130;RUA DESEMBARGADOR JOAO TURIBIO;1155;;NOIVOS
64045130;RUA DESEMBARGADOR JOAO TURIBIO;1167;;NOIVOS
64045130;RUA DESEMBARGADOR JOAO TURIBIO;1177;;NOIVOS
64045130;RUA DESEMBARGADOR JOAO TURIBIO;1187;;NOIVOS
64045130;RUA DESEMBARGADOR JOAO TURIBIO;1207;;NOIVOS
64045130;RUA DESEMBARGADOR JOAO TURIBIO;1221;;NOIVOS
64045130;RUA DESEMBARGADOR JOAO TURIBIO;1239;;NOIVOS
64045130;RUA DESEMBARGADOR JOAO TURIBIO;1288;;NOIVOS
64045130;RUA DESEMBARGADOR JOAO TURIBIO;130;;NOIVOS
64045130;RUA DESEMBARGADOR JOAO TURIBIO;1311;;NOIVOS
64045130;RUA DESEMBARGADOR JOAO TURIBIO;1312;;NOIVOS
64045130;RUA DESEMBARGADOR JOAO TURIBIO;1322;;NOIVOS
64045130;RUA DESEMBARGADOR JOAO TURIBIO;1331;;NOIVOS
64045130;RUA DESEMBARGADOR JOAO TURIBIO;269;;NOIVOS
64045130;RUA DESEMBARGADOR JOAO TURIBIO;994;;NOIVOS
64045190;RUA CAMILO SANTOS;1466;;NOIVOS
64045190;RUA CAMILO SANTOS;1474;;NOIVOS
64045190;RUA CAMILO SANTOS;1474;LE A;NOIVOS
64045190;RUA CAMILO SANTOS;1490;;NOIVOS
64045190;RUA CAMILO SANTOS;1506;;NOIVOS
64045190;RUA CAMILO SANTOS;152;;NOIVOS
64045190;RUA CAMILO SANTOS;1618;;NOIVOS
64045190;RUA CAMILO SANTOS;1631;BL ABRANTES;NOIVOS
64045190;RUA CAMILO SANTOS;1631;BL BRAGANCA;NOIVOS
64045190;RUA CAMILO SANTOS;1631;BL LISBOA;NOIVOS
64045190;RUA CAMILO SANTOS;1631;BL VISEU;NOIVOS
64045190;RUA CAMILO SANTOS;1632;;NOIVOS
64045190;RUA CAMILO SANTOS;1638;;NOIVOS
64045200;AVENIDA NORONHA ALMEIDA;2051;;NOIVOS
64045200;AVENIDA NORONHA ALMEIDA;2055;;NOIVOS
64045200;AVENIDA NORONHA ALMEIDA;2063;;NOIVOS
64045200;AVENIDA NORONHA ALMEIDA;2073;;NOIVOS
64045200;AVENIDA NORONHA ALMEIDA;2077;;NOIVOS
64045200;AVENIDA NORONHA ALMEIDA;2083;;NOIVOS
64045200;AVENIDA NORONHA ALMEIDA;2085;;NOIVOS
64045200;AVENIDA NORONHA ALMEIDA;2290;BL C;NOIVOS
64045210;RUA JOAO DE DEUS FONSECA;323;;NOIVOS
64045210;RUA JOAO DE DEUS FONSECA;1369;;NOIVOS
64045210;RUA JOAO DE DEUS FONSECA;1376;;NOIVOS
64045210;RUA JOAO DE DEUS FONSECA;1400;;NOIVOS
64045210;RUA JOAO DE DEUS FONSECA;1427;;NOIVOS
64045210;RUA JOAO DE DEUS FONSECA;1545;;NOIVOS
64045210;RUA JOAO DE DEUS FONSECA;1561;;NOIVOS
64045210;RUA JOAO DE DEUS FONSECA;1595;;NOIVOS
64045210;RUA JOAO DE DEUS FONSECA;1609;;NOIVOS
64045210;RUA JOAO DE DEUS FONSECA;1610;;NOIVOS
64045210;RUA JOAO DE DEUS FONSECA;1625;;NOIVOS
64045210;RUA JOAO DE DEUS FONSECA;315;;NOIVOS
64045210;RUA JOAO DE DEUS FONSECA;383;;NOIVOS
64045230;RUA ALARICO CUNHA;1810;;NOIVOS
64045230;RUA ALARICO CUNHA;1840;;NOIVOS
64045230;RUA ALARICO CUNHA;1870;;NOIVOS
64045290;RUA BARAO DE URUCUI;1405;TE A;NOIVOS
64045290;RUA BARAO DE URUCUI;1405;TE B;NOIVOS
64045290;RUA BARAO DE URUCUI;1430;;NOIVOS
64045290;RUA BARAO DE URUCUI;1535;;NOIVOS
64045290;RUA BARAO DE URUCUI;1540;;NOIVOS
64045290;RUA BARAO DE URUCUI;1545;;NOIVOS
64045290;RUA BARAO DE URUCUI;1573;;NOIVOS
64045290;RUA BARAO DE URUCUI;1586;;NOIVOS
64045290;RUA BARAO DE URUCUI;1615;;NOIVOS
64045290;RUA BARAO DE URUCUI;545;;NOIVOS
64045290;RUA BARAO DE URUCUI;1725;;NOIVOS
64045290;RUA BARAO DE URUCUI;1771;;NOIVOS
64045290;RUA BARAO DE URUCUI;1785;;NOIVOS
64045290;RUA BARAO DE URUCUI;1810;LJ A;NOIVOS
64045290;RUA BARAO DE URUCUI;1812;;NOIVOS
64045290;RUA BARAO DE URUCUI;1830;;NOIVOS
64045290;RUA BARAO DE URUCUI;1985;;NOIVOS
64045290;RUA BARAO DE URUCUI;2085;;NOIVOS
64045290;RUA BARAO DE URUCUI;300;;NOIVOS
64045290;RUA BARAO DE URUCUI;340;;NOIVOS
64045310;RUA PADRE CIRILO CHAVES;1515;;NOIVOS
64045310;RUA PADRE CIRILO CHAVES;1571;;NOIVOS
64045310;RUA PADRE CIRILO CHAVES;1585;;NOIVOS
64045310;RUA PADRE CIRILO CHAVES;1588;;NOIVOS
64045310;RUA PADRE CIRILO CHAVES;1601;;NOIVOS
64045310;RUA PADRE CIRILO CHAVES;1602;;NOIVOS
64045310;RUA PADRE CIRILO CHAVES;1825;;NOIVOS
64045310;RUA PADRE CIRILO CHAVES;1855;CA 1;NOIVOS
64045310;RUA PADRE CIRILO CHAVES;1855;LJ A;NOIVOS
64045310;RUA PADRE CIRILO CHAVES;1861;;NOIVOS
64045310;RUA PADRE CIRILO CHAVES;1872;;NOIVOS
64045310;RUA PADRE CIRILO CHAVES;1877;;NOIVOS
64045310;RUA PADRE CIRILO CHAVES;630;;NOIVOS
64045340;RUA ANTONIO CHAVES;1844;;NOIVOS
64045340;RUA ANTONIO CHAVES;1849;;NOIVOS
64045340;RUA ANTONIO CHAVES;1895;;NOIVOS
64045340;RUA ANTONIO CHAVES;1896;;NOIVOS
64045340;RUA ANTONIO CHAVES;1896;;NOIVOS
64045340;RUA ANTONIO CHAVES;1925;;NOIVOS
64045340;RUA ANTONIO CHAVES;1930;;NOIVOS
64045340;RUA ANTONIO CHAVES;1935;;NOIVOS
64045340;RUA ANTONIO CHAVES;1975;;NOIVOS
64045340;RUA ANTONIO CHAVES;2226;;NOIVOS
64045340;RUA ANTONIO CHAVES;2238;;NOIVOS
64045340;RUA ANTONIO CHAVES;1995;;NOIVOS
64045340;RUA ANTONIO CHAVES;2007;;NOIVOS
64045340;RUA ANTONIO CHAVES;2037;;NOIVOS
64045340;RUA ANTONIO CHAVES;2049;;NOIVOS
64045340;RUA ANTONIO CHAVES;2050;;NOIVOS
64045340;RUA ANTONIO CHAVES;2050;;NOIVOS
64045350;RUA ADOLFO ALENCAR;2080;;NOIVOS
64045350;RUA ADOLFO ALENCAR;1872;;NOIVOS
64045350;RUA ADOLFO ALENCAR;1888;;NOIVOS
64045350;RUA ADOLFO ALENCAR;1890;;NOIVOS
64045350;RUA ADOLFO ALENCAR;2067;;NOIVOS
64045350;RUA ADOLFO ALENCAR;849;;NOIVOS
64045370;RUA PROCURADOR JEREMIAS PEREIRA;1793;LE A;SÃO JOÃO
64045370;RUA PROCURADOR JEREMIAS PEREIRA;1793;LE B;SÃO JOÃO
64045370;RUA PROCURADOR JEREMIAS PEREIRA;1794;;SÃO JOÃO
64045370;RUA PROCURADOR JEREMIAS PEREIRA;2372;;SÃO JOÃO
64045370;RUA PROCURADOR JEREMIAS PEREIRA;2386;;SÃO JOÃO
64045370;RUA PROCURADOR JEREMIAS PEREIRA;2396;;SÃO JOÃO
64045370;RUA PROCURADOR JEREMIAS PEREIRA;2401;;SÃO JOÃO
64045370;RUA PROCURADOR JEREMIAS PEREIRA;2405;;SÃO JOÃO
64045370;RUA PROCURADOR JEREMIAS PEREIRA;2421;;SÃO JOÃO
64045370;RUA PROCURADOR JEREMIAS PEREIRA;2422;;SÃO JOÃO
64045370;RUA PROCURADOR JEREMIAS PEREIRA;340;;SÃO JOÃO
64045370;RUA PROCURADOR JEREMIAS PEREIRA;340;;SÃO JOÃO
64045370;RUA PROCURADOR JEREMIAS PEREIRA;100;;SÃO JOÃO
64045370;RUA PROCURADOR JEREMIAS PEREIRA;160;;SÃO JOÃO
64045370;RUA PROCURADOR JEREMIAS PEREIRA;174;;SÃO JOÃO
64045370;RUA PROCURADOR JEREMIAS PEREIRA;2123;;SÃO JOÃO
64045370;RUA PROCURADOR JEREMIAS PEREIRA;2134;;SÃO JOÃO
64045370;RUA PROCURADOR JEREMIAS PEREIRA;2192;;SÃO JOÃO
64045370;RUA PROCURADOR JEREMIAS PEREIRA;2193;;SÃO JOÃO
64045370;RUA PROCURADOR JEREMIAS PEREIRA;2213;;SÃO JOÃO
64045370;RUA PROCURADOR JEREMIAS PEREIRA;228;;SÃO JOÃO
64045370;RUA PROCURADOR JEREMIAS PEREIRA;2301;;SÃO JOÃO
64045370;RUA PROCURADOR JEREMIAS PEREIRA;2315;;SÃO JOÃO
64045370;RUA PROCURADOR JEREMIAS PEREIRA;2332;;SÃO JOÃO
64045370;RUA PROCURADOR JEREMIAS PEREIRA;2340;;SÃO JOÃO
64045370;RUA PROCURADOR JEREMIAS PEREIRA;2380;;SÃO JOÃO
64045370;RUA PROCURADOR JEREMIAS PEREIRA;260;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;1701;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;1706;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;1707;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;1747;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;1756;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;1903;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;1999;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2007;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2008;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2015;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2016;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2017;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2026;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2037;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2038;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2048;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2053;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2065;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2065;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2444;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2481;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2487;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2490;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2491;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2500;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2501;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2513;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2535;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2541;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2543;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2547;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2564;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2564;LE B;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2564;LE B;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2565;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2569;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2569;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2571;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2581;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2581;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2596;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2605;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2632;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2637;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2648;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2648;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2666;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2682;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;398;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2170;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2300;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2374;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2386;;SÃO JOÃO
64045375;RUA PEDRO VASCONCELOS;2398;;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;2436;;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;2464;;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;2470;;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;2486;;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;2496;;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;2526;;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;2554;;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;2588;;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;2600;;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;2610;;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;2618;;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;2628;;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;2630;;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;2640;;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;2640;LE A;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;2650;;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;2660;;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;2682;;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;2688;;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;2700;;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;3406;;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;3260;;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;3480;;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;3480;LJ 2;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;2256;;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;2816;;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;2826;;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;1520;;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;1520;LE A;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;2000;;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;2220;;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;2220;;SÃO JOÃO
64045380;AVENIDA JOAO XXIII;2220;LJ A;SÃO JOÃO
