cep;logradouro;numero;complemento;bairro
64056260;RUA PAULO CUNHA;8;QU H;MORADA DO SOL
64056260;RUA PAULO CUNHA;851;;MORADA DO SOL
64056260;RUA PAULO CUNHA;861;;MORADA DO SOL
64056260;RUA PAULO CUNHA;871;;MORADA DO SOL
64056260;RUA PAULO CUNHA;881;;MORADA DO SOL
64056260;RUA PAULO CUNHA;890;;MORADA DO SOL
64056260;RUA PAULO CUNHA;891;;MORADA DO SOL
64056260;RUA PAULO CUNHA;900;;MORADA DO SOL
64056260;RUA PAULO CUNHA;901;;MORADA DO SOL
64056260;RUA PAULO CUNHA;911;;MORADA DO SOL
64056260;RUA PAULO CUNHA;921;;MORADA DO SOL
64056260;RUA PAULO CUNHA;941;;MORADA DO SOL
64056265;RUA LUISA AMELIA BRANDAO;10;QU C;MORADA DO SOL
64056265;RUA LUISA AMELIA BRANDAO;1010;QU D;MORADA DO SOL
64056265;RUA LUISA AMELIA BRANDAO;1020;QU D;MORADA DO SOL
64056265;RUA LUISA AMELIA BRANDAO;1050;;MORADA DO SOL
64056265;RUA LUISA AMELIA BRANDAO;4;QU D;MORADA DO SOL
64056265;RUA LUISA AMELIA BRANDAO;5;QU D;MORADA DO SOL
64056265;RUA LUISA AMELIA BRANDAO;611;;MORADA DO SOL
64056265;RUA LUISA AMELIA BRANDAO;8;QU C;MORADA DO SOL
64056265;RUA LUISA AMELIA BRANDAO;851;;MORADA DO SOL
64056265;RUA LUISA AMELIA BRANDAO;879;;MORADA DO SOL
64056265;RUA LUISA AMELIA BRANDAO;894;;MORADA DO SOL
64056265;RUA LUISA AMELIA BRANDAO;916;;MORADA DO SOL
64056265;RUA LUISA AMELIA BRANDAO;925;;MORADA DO SOL
64056265;RUA LUISA AMELIA BRANDAO;945;;MORADA DO SOL
64056265;RUA LUISA AMELIA BRANDAO;946;;MORADA DO SOL
64056265;RUA LUISA AMELIA BRANDAO;956;;MORADA DO SOL
64056265;RUA LUISA AMELIA BRANDAO;966;;MORADA DO SOL
64056265;RUA LUISA AMELIA BRANDAO;976;;MORADA DO SOL
64056265;RUA LUISA AMELIA BRANDAO;979;;MORADA DO SOL
64056265;RUA LUISA AMELIA BRANDAO;986;;MORADA DO SOL
64056265;RUA LUISA AMELIA BRANDAO;990;;MORADA DO SOL
64056265;RUA LUISA AMELIA BRANDAO;990;LJ A;MORADA DO SOL
64056265;RUA LUISA AMELIA BRANDAO;995;;MORADA DO SOL
64056270;RUA FLORES;1092;;MORADA DO SOL
64056270;RUA FLORES;1093;;MORADA DO SOL
64056270;RUA FLORES;1102;;MORADA DO SOL
64056270;RUA FLORES;1103;;MORADA DO SOL
64056270;RUA FLORES;1112;;MORADA DO SOL
64056270;RUA FLORES;1113;CA A;MORADA DO SOL
64056270;RUA FLORES;1113;CA B;MORADA DO SOL
64056270;RUA FLORES;1122;;MORADA DO SOL
64056270;RUA FLORES;1123;;MORADA DO SOL
64056270;RUA FLORES;1132;;MORADA DO SOL
64056270;RUA FLORES;1132;;MORADA DO SOL
64056270;RUA FLORES;1133;;MORADA DO SOL
64056275;RUA CRISANTEMOS;1109;;MORADA DO SOL
64056275;RUA CRISANTEMOS;1109;CA A;MORADA DO SOL
64056275;RUA CRISANTEMOS;1109;CA B;MORADA DO SOL
64056275;RUA CRISANTEMOS;1119;;MORADA DO SOL
64056275;RUA CRISANTEMOS;1129;;MORADA DO SOL
64056275;RUA CRISANTEMOS;900;;MORADA DO SOL
64056275;RUA CRISANTEMOS;926;;MORADA DO SOL
64056280;RUA DESEMBARGADOR TURENNE RIBEIRO;1047;QU I;MORADA DO SOL
64056280;RUA DESEMBARGADOR TURENNE RIBEIRO;1090;;MORADA DO SOL
64056280;RUA DESEMBARGADOR TURENNE RIBEIRO;1097;;MORADA DO SOL
64056280;RUA DESEMBARGADOR TURENNE RIBEIRO;1100;;MORADA DO SOL
64056280;RUA DESEMBARGADOR TURENNE RIBEIRO;1101;LE A;MORADA DO SOL
64056280;RUA DESEMBARGADOR TURENNE RIBEIRO;1101;QU I;MORADA DO SOL
64056280;RUA DESEMBARGADOR TURENNE RIBEIRO;1107;;MORADA DO SOL
64056280;RUA DESEMBARGADOR TURENNE RIBEIRO;1110;;MORADA DO SOL
64056280;RUA DESEMBARGADOR TURENNE RIBEIRO;1117;;MORADA DO SOL
64056280;RUA DESEMBARGADOR TURENNE RIBEIRO;1120;;MORADA DO SOL
64056280;RUA DESEMBARGADOR TURENNE RIBEIRO;1127;;MORADA DO SOL
64056280;RUA DESEMBARGADOR TURENNE RIBEIRO;1130;;MORADA DO SOL
64056280;RUA DESEMBARGADOR TURENNE RIBEIRO;1137;;MORADA DO SOL
64056280;RUA DESEMBARGADOR TURENNE RIBEIRO;1137;LJ 1;MORADA DO SOL
64056280;RUA DESEMBARGADOR TURENNE RIBEIRO;7;QU I;MORADA DO SOL
64056280;RUA DESEMBARGADOR TURENNE RIBEIRO;8;QU I;MORADA DO SOL
64056285;RUA JOSE DE LIMA;1040;CA 2;MORADA DO SOL
64056285;RUA JOSE DE LIMA;1050;QU C;MORADA DO SOL
64056285;RUA JOSE DE LIMA;5;QU C;MORADA DO SOL
64056285;RUA JOSE DE LIMA;5;QU C;MORADA DO SOL
64056285;RUA JOSE DE LIMA;559;;MORADA DO SOL
64056285;RUA JOSE DE LIMA;569;;MORADA DO SOL
64056285;RUA JOSE DE LIMA;886;;MORADA DO SOL
64056285;RUA JOSE DE LIMA;9;QU B;MORADA DO SOL
64056285;RUA JOSE DE LIMA;9;QU B;MORADA DO SOL
64056285;RUA JOSE DE LIMA;901;;MORADA DO SOL
64056285;RUA JOSE DE LIMA;919;;MORADA DO SOL
64056285;RUA JOSE DE LIMA;920;;MORADA DO SOL
64056285;RUA JOSE DE LIMA;921;;MORADA DO SOL
64056285;RUA JOSE DE LIMA;931;;MORADA DO SOL
64056285;RUA JOSE DE LIMA;932;;MORADA DO SOL
64056285;RUA JOSE DE LIMA;940;;MORADA DO SOL
64056285;RUA JOSE DE LIMA;945;;MORADA DO SOL
64056285;RUA JOSE DE LIMA;948;;MORADA DO SOL
64056285;RUA JOSE DE LIMA;952;;MORADA DO SOL
64056285;RUA JOSE DE LIMA;965;;MORADA DO SOL
64056285;RUA JOSE DE LIMA;972;;MORADA DO SOL
64056285;RUA JOSE DE LIMA;972;LE A;MORADA DO SOL
64056285;RUA JOSE DE LIMA;990;;MORADA DO SOL
64056290;PRACA LEDA TORQUATO;1085;;MORADA DO SOL
64056290;PRACA LEDA TORQUATO;1092;CA 1;MORADA DO SOL
64056290;PRACA LEDA TORQUATO;1092;CA 2;MORADA DO SOL
64056290;PRACA LEDA TORQUATO;1095;;MORADA DO SOL
64056290;PRACA LEDA TORQUATO;1098;;MORADA DO SOL
64056290;PRACA LEDA TORQUATO;1104;;MORADA DO SOL
64056290;PRACA LEDA TORQUATO;1105;;MORADA DO SOL
64056290;PRACA LEDA TORQUATO;1112;;MORADA DO SOL
64056290;PRACA LEDA TORQUATO;1115;;MORADA DO SOL
64056290;PRACA LEDA TORQUATO;1118;;MORADA DO SOL
64056290;PRACA LEDA TORQUATO;1118;CA 1;MORADA DO SOL
64056290;PRACA LEDA TORQUATO;1118;CA 2;MORADA DO SOL
64056290;PRACA LEDA TORQUATO;1124;;MORADA DO SOL
64056290;PRACA LEDA TORQUATO;1125;;MORADA DO SOL
64056290;PRACA LEDA TORQUATO;1125;LJ 1;MORADA DO SOL
64056295;RUA DALIAS;1097;;MORADA DO SOL
64056295;RUA DALIAS;1097;;MORADA DO SOL
64056295;RUA DALIAS;1098;;MORADA DO SOL
64056295;RUA DALIAS;1117;;MORADA DO SOL
64056295;RUA DALIAS;1118;;MORADA DO SOL
64056295;RUA DALIAS;1127;;MORADA DO SOL
64056295;RUA DALIAS;1128;;MORADA DO SOL
64056295;RUA DALIAS;1137;;MORADA DO SOL
64056295;RUA DALIAS;1138;;MORADA DO SOL
64056305;RUA ELIAS DE OLIVEIRA E SILVA;870;;MORADA DO SOL
64056305;RUA ELIAS DE OLIVEIRA E SILVA;880;;MORADA DO SOL
64056305;RUA ELIAS DE OLIVEIRA E SILVA;881;;MORADA DO SOL
64056305;RUA ELIAS DE OLIVEIRA E SILVA;89;;MORADA DO SOL
64056305;RUA ELIAS DE OLIVEIRA E SILVA;899;;MORADA DO SOL
64056305;RUA ELIAS DE OLIVEIRA E SILVA;900;;MORADA DO SOL
64056305;RUA ELIAS DE OLIVEIRA E SILVA;939;;MORADA DO SOL
64056305;RUA ELIAS DE OLIVEIRA E SILVA;949;;MORADA DO SOL
64056305;RUA ELIAS DE OLIVEIRA E SILVA;958;;MORADA DO SOL
64056305;RUA ELIAS DE OLIVEIRA E SILVA;959;;MORADA DO SOL
64056305;RUA ELIAS DE OLIVEIRA E SILVA;968;;MORADA DO SOL
64056305;RUA ELIAS DE OLIVEIRA E SILVA;9689;;MORADA DO SOL
64056305;RUA ELIAS DE OLIVEIRA E SILVA;969;;MORADA DO SOL
64056305;RUA ELIAS DE OLIVEIRA E SILVA;983;;MORADA DO SOL
64056305;RUA ELIAS DE OLIVEIRA E SILVA;989;;MORADA DO SOL
64056305;RUA ELIAS DE OLIVEIRA E SILVA;1040;QU B;MORADA DO SOL
64056305;RUA ELIAS DE OLIVEIRA E SILVA;1049;QU A;MORADA DO SOL
64056305;RUA ELIAS DE OLIVEIRA E SILVA;1051;QU A;MORADA DO SOL
64056305;RUA ELIAS DE OLIVEIRA E SILVA;1061;QU A;MORADA DO SOL
64056305;RUA ELIAS DE OLIVEIRA E SILVA;1071;QU A;MORADA DO SOL
64056305;RUA ELIAS DE OLIVEIRA E SILVA;3;;MORADA DO SOL
64056305;RUA ELIAS DE OLIVEIRA E SILVA;4;QU B;MORADA DO SOL
64056305;RUA ELIAS DE OLIVEIRA E SILVA;7;QU A;MORADA DO SOL
64056305;RUA ELIAS DE OLIVEIRA E SILVA;988;;MORADA DO SOL
64056315;RUA CRAVOS;1092;;MORADA DO SOL
64056315;RUA CRAVOS;1095;;MORADA DO SOL
64056315;RUA CRAVOS;1102;;MORADA DO SOL
64056315;RUA CRAVOS;1105;;MORADA DO SOL
64056315;RUA CRAVOS;1122;;MORADA DO SOL
64056315;RUA CRAVOS;1125;;MORADA DO SOL
64056325;RUA ODILO FALCAO;1000;;MORADA DO SOL
64056325;RUA ODILO FALCAO;1048;;MORADA DO SOL
64056325;RUA ODILO FALCAO;1060;;MORADA DO SOL
64056325;RUA ODILO FALCAO;1060;LE A;MORADA DO SOL
64056325;RUA ODILO FALCAO;444;;MORADA DO SOL
64056325;RUA ODILO FALCAO;444;CA A;MORADA DO SOL
64056325;RUA ODILO FALCAO;444;LJ 1;MORADA DO SOL
64056325;RUA ODILO FALCAO;5;;MORADA DO SOL
64056325;RUA ODILO FALCAO;636;;MORADA DO SOL
64056325;RUA ODILO FALCAO;675;CA A;MORADA DO SOL
64056325;RUA ODILO FALCAO;675;CA B;MORADA DO SOL
64056325;RUA ODILO FALCAO;684;;MORADA DO SOL
64056325;RUA ODILO FALCAO;685;;MORADA DO SOL
64056325;RUA ODILO FALCAO;710;;MORADA DO SOL
64056325;RUA ODILO FALCAO;715;;MORADA DO SOL
64056325;RUA ODILO FALCAO;720;;MORADA DO SOL
64056325;RUA ODILO FALCAO;860;;MORADA DO SOL
64056325;RUA ODILO FALCAO;921;;MORADA DO SOL
64056325;RUA ODILO FALCAO;940;;MORADA DO SOL
64056325;RUA ODILO FALCAO;941;;MORADA DO SOL
64056325;RUA ODILO FALCAO;941;CA A;MORADA DO SOL
64056325;RUA ODILO FALCAO;950;;MORADA DO SOL
64056325;RUA ODILO FALCAO;955;;MORADA DO SOL
64056325;RUA ODILO FALCAO;960;;MORADA DO SOL
64056325;RUA ODILO FALCAO;966;;MORADA DO SOL
64056325;RUA ODILO FALCAO;990;;MORADA DO SOL
64056325;RUA ODILO FALCAO;625;;MORADA DO SOL
64056325;RUA ODILO FALCAO;655;;MORADA DO SOL
64056325;RUA ODILO FALCAO;851;;MORADA DO SOL
64056330;RUA JAIME DA SILVEIRA;725;;MORADA DO SOL
64056330;RUA JAIME DA SILVEIRA;1097;;MORADA DO SOL
64056330;RUA JAIME DA SILVEIRA;1103;;MORADA DO SOL
64056330;RUA JAIME DA SILVEIRA;1123;;MORADA DO SOL
64056330;RUA JAIME DA SILVEIRA;1155;;MORADA DO SOL
64056330;RUA JAIME DA SILVEIRA;1155;LJ A;MORADA DO SOL
64056330;RUA JAIME DA SILVEIRA;1264;;MORADA DO SOL
64056330;RUA JAIME DA SILVEIRA;2242;;MORADA DO SOL
64056330;RUA JAIME DA SILVEIRA;2242;CA 1;MORADA DO SOL
64056330;RUA JAIME DA SILVEIRA;2282;;MORADA DO SOL
64056330;RUA JAIME DA SILVEIRA;2292;;MORADA DO SOL
64056330;RUA JAIME DA SILVEIRA;2994;;MORADA DO SOL
64056330;RUA JAIME DA SILVEIRA;3010;;MORADA DO SOL
64056330;RUA JAIME DA SILVEIRA;3010;LJ A;MORADA DO SOL
64056330;RUA JAIME DA SILVEIRA;3020;;MORADA DO SOL
64056330;RUA JAIME DA SILVEIRA;3020;LJ A;MORADA DO SOL
64056330;RUA JAIME DA SILVEIRA;3026;;MORADA DO SOL
64056330;RUA JAIME DA SILVEIRA;3026;LJ A;MORADA DO SOL
64056330;RUA JAIME DA SILVEIRA;3030;;MORADA DO SOL
64056330;RUA JAIME DA SILVEIRA;3030;LE A;MORADA DO SOL
64056330;RUA JAIME DA SILVEIRA;79;;MORADA DO SOL
64056330;RUA JAIME DA SILVEIRA;855;;MORADA DO SOL
64056330;RUA JAIME DA SILVEIRA;863;;MORADA DO SOL
64056330;RUA JAIME DA SILVEIRA;867;;MORADA DO SOL
64056330;RUA JAIME DA SILVEIRA;879;;MORADA DO SOL
64056330;RUA JAIME DA SILVEIRA;929;;MORADA DO SOL
64056330;RUA JAIME DA SILVEIRA;929;LJ A;MORADA DO SOL
64056333;RUA JOSE TORQUATO VIANA;1613;;MORADA DO SOL
64056333;RUA JOSE TORQUATO VIANA;1613;;MORADA DO SOL
64056333;RUA JOSE TORQUATO VIANA;1627;;MORADA DO SOL
64056333;RUA JOSE TORQUATO VIANA;1639;CA 1;MORADA DO SOL
64056333;RUA JOSE TORQUATO VIANA;1639;CA 2;MORADA DO SOL
64056333;RUA JOSE TORQUATO VIANA;1651;;MORADA DO SOL
64056333;RUA JOSE TORQUATO VIANA;1663;;MORADA DO SOL
64056333;RUA JOSE TORQUATO VIANA;1687;;MORADA DO SOL
64056333;RUA JOSE TORQUATO VIANA;1687;;MORADA DO SOL
64056333;RUA JOSE TORQUATO VIANA;1713;;MORADA DO SOL
64056333;RUA JOSE TORQUATO VIANA;1737;;MORADA DO SOL
64056335;RUA PROFESSOR VIDAL FERREIRA;1094;;MORADA DO SOL
64056335;RUA PROFESSOR VIDAL FERREIRA;1103;;MORADA DO SOL
64056335;RUA PROFESSOR VIDAL FERREIRA;1104;;MORADA DO SOL
64056335;RUA PROFESSOR VIDAL FERREIRA;1133;;MORADA DO SOL
64056335;RUA PROFESSOR VIDAL FERREIRA;1134;;MORADA DO SOL
64056335;RUA PROFESSOR VIDAL FERREIRA;1135;;MORADA DO SOL
64056343;RUA POETA CARLOS DRUMOND;1503;;MORADA DO SOL
64056343;RUA POETA CARLOS DRUMOND;1513;;MORADA DO SOL
64056343;RUA POETA CARLOS DRUMOND;1523;;MORADA DO SOL
64056343;RUA POETA CARLOS DRUMOND;1533;;MORADA DO SOL
64056343;RUA POETA CARLOS DRUMOND;1543;;MORADA DO SOL
64056343;RUA POETA CARLOS DRUMOND;1741;;MORADA DO SOL
64056345;RUA CONFRONTACAO;1076;;MORADA DO SOL
64056345;RUA CONFRONTACAO;666;;MORADA DO SOL
64056345;RUA CONFRONTACAO;862;;MORADA DO SOL
64056345;RUA CONFRONTACAO;872;;MORADA DO SOL
64056345;RUA CONFRONTACAO;890;;MORADA DO SOL
64056345;RUA CONFRONTACAO;946;;MORADA DO SOL
64056345;RUA CONFRONTACAO;951;;MORADA DO SOL
64056345;RUA CONFRONTACAO;960;;MORADA DO SOL
64056345;RUA CONFRONTACAO;961;;MORADA DO SOL
64056345;RUA CONFRONTACAO;971;;MORADA DO SOL
64056345;RUA CONFRONTACAO;991;;MORADA DO SOL
64056353;RUA DONA AMALIA CASTRO;1504;;MORADA DO SOL
64056353;RUA DONA AMALIA CASTRO;1514;;MORADA DO SOL
64056353;RUA DONA AMALIA CASTRO;1524;;MORADA DO SOL
64056353;RUA DONA AMALIA CASTRO;1524;CA 1;MORADA DO SOL
64056353;RUA DONA AMALIA CASTRO;1524;CA 2;MORADA DO SOL
64056353;RUA DONA AMALIA CASTRO;1534;;MORADA DO SOL
64056353;RUA DONA AMALIA CASTRO;1722;CA 1;MORADA DO SOL
64056353;RUA DONA AMALIA CASTRO;1722;CA 2;MORADA DO SOL
64056353;RUA DONA AMALIA CASTRO;1734;;MORADA DO SOL
64056353;RUA DONA AMALIA CASTRO;1777;;MORADA DO SOL
64056353;RUA DONA AMALIA CASTRO;1777;CA 1;MORADA DO SOL
64056353;RUA DONA AMALIA CASTRO;1778;;MORADA DO SOL
64056353;RUA DONA AMALIA CASTRO;1787;;MORADA DO SOL
64056353;RUA DONA AMALIA CASTRO;1801;;MORADA DO SOL
64056353;RUA DONA AMALIA CASTRO;1803;;MORADA DO SOL
64056353;RUA DONA AMALIA CASTRO;1816;;MORADA DO SOL
64056353;RUA DONA AMALIA CASTRO;4457;;MORADA DO SOL
64056353;RUA DONA AMALIA CASTRO;4457;CA 1;MORADA DO SOL
64056353;RUA DONA AMALIA CASTRO;4457;CA 2;MORADA DO SOL
64056353;RUA DONA AMALIA CASTRO;4457;CA 3;MORADA DO SOL
64056353;RUA DONA AMALIA CASTRO;4466;;MORADA DO SOL
64056363;RUA MAJOR MANOEL LOPES;1682;;MORADA DO SOL
64056363;RUA MAJOR MANOEL LOPES;1707;;MORADA DO SOL
64056363;RUA MAJOR MANOEL LOPES;1707;CA 1;MORADA DO SOL
64056363;RUA MAJOR MANOEL LOPES;1727;;MORADA DO SOL
64056363;RUA MAJOR MANOEL LOPES;1727;CA 1;MORADA DO SOL
64056363;RUA MAJOR MANOEL LOPES;1727;CA 2;MORADA DO SOL
64056363;RUA MAJOR MANOEL LOPES;1733;;MORADA DO SOL
64056363;RUA MAJOR MANOEL LOPES;1733;CA 1;MORADA DO SOL
64056363;RUA MAJOR MANOEL LOPES;1743;;MORADA DO SOL
64056363;RUA MAJOR MANOEL LOPES;1743;CA 1;MORADA DO SOL
64056363;RUA MAJOR MANOEL LOPES;1743;CA 2;MORADA DO SOL
64056363;RUA MAJOR MANOEL LOPES;1753;;MORADA DO SOL
64056363;RUA MAJOR MANOEL LOPES;1753;CA 1;MORADA DO SOL
64056363;RUA MAJOR MANOEL LOPES;1753;CA 2;MORADA DO SOL
64056363;RUA MAJOR MANOEL LOPES;1753;CA 3;MORADA DO SOL
64056365;RUA SIMONE;3436;;MORADA DO SOL
64056365;RUA SIMONE;3456;;MORADA DO SOL
64056373;RUA HELI CASTELO BRANCO;1716;;MORADA DO SOL
64056373;RUA HELI CASTELO BRANCO;1706;;MORADA DO SOL
64056373;RUA HELI CASTELO BRANCO;1706;CA 1;MORADA DO SOL
64056373;RUA HELI CASTELO BRANCO;1706;CA 2;MORADA DO SOL
64056375;AVENIDA PRESIDENTE KENNEDY;1030;;MORADA DO SOL
64056375;AVENIDA PRESIDENTE KENNEDY;1030;LE A;MORADA DO SOL
64056375;AVENIDA PRESIDENTE KENNEDY;1090;;MORADA DO SOL
64056375;AVENIDA PRESIDENTE KENNEDY;1077;;MORADA DO SOL
64056375;AVENIDA PRESIDENTE KENNEDY;1420;;MORADA DO SOL
64056375;AVENIDA PRESIDENTE KENNEDY;1580;;MORADA DO SOL
64056375;AVENIDA PRESIDENTE KENNEDY;1654;;MORADA DO SOL
64056375;AVENIDA PRESIDENTE KENNEDY;1670;LJ A;MORADA DO SOL
64056375;AVENIDA PRESIDENTE KENNEDY;1712;;MORADA DO SOL
64056375;AVENIDA PRESIDENTE KENNEDY;1860;;MORADA DO SOL
64056375;AVENIDA PRESIDENTE KENNEDY;1870;;MORADA DO SOL
64056375;AVENIDA PRESIDENTE KENNEDY;1944;;MORADA DO SOL
64056383;RUA LEONARDO CASTELO BRANCO;1673;;MORADA DO SOL
64056383;RUA LEONARDO CASTELO BRANCO;1760;;MORADA DO SOL
64056383;RUA LEONARDO CASTELO BRANCO;1761;;MORADA DO SOL
64056383;RUA LEONARDO CASTELO BRANCO;1895;;MORADA DO SOL
64056383;RUA LEONARDO CASTELO BRANCO;1911;;MORADA DO SOL
64056385;RUA NILO BRITO;1674;;MORADA DO SOL
64056385;RUA NILO BRITO;1732;;MORADA DO SOL
64056385;RUA NILO BRITO;1655;;MORADA DO SOL
64056385;RUA NILO BRITO;1669;;MORADA DO SOL
64056385;RUA NILO BRITO;1670;;MORADA DO SOL
64056385;RUA NILO BRITO;1742;;MORADA DO SOL
64056385;RUA NILO BRITO;1752;;MORADA DO SOL
64056385;RUA NILO BRITO;1762;;MORADA DO SOL
64056395;RUA LEONCIO FERRAZ;1562;;MORADA DO SOL
64056395;RUA LEONCIO FERRAZ;1746;;MORADA DO SOL
64056395;RUA LEONCIO FERRAZ;4102;;MORADA DO SOL
64056395;RUA LEONCIO FERRAZ;1600;;MORADA DO SOL
64056395;RUA LEONCIO FERRAZ;1614;;MORADA DO SOL
64056395;RUA LEONCIO FERRAZ;1615;;MORADA DO SOL
64056395;RUA LEONCIO FERRAZ;1645;;MORADA DO SOL
64056395;RUA LEONCIO FERRAZ;1645;;MORADA DO SOL
64056395;RUA LEONCIO FERRAZ;1666;;MORADA DO SOL
64056395;RUA LEONCIO FERRAZ;1759;;MORADA DO SOL
64056395;RUA LEONCIO FERRAZ;1760;;MORADA DO SOL
64056395;RUA LEONCIO FERRAZ;1789;;MORADA DO SOL
64056440;RUA CRESCENCIO FERREIRA;1585;;MORADA DO SOL
64056440;RUA CRESCENCIO FERREIRA;1613;;MORADA DO SOL
64056440;RUA CRESCENCIO FERREIRA;1627;;MORADA DO SOL
64056440;RUA CRESCENCIO FERREIRA;1641;;MORADA DO SOL
64056440;RUA CRESCENCIO FERREIRA;1655;;MORADA DO SOL
64056440;RUA CRESCENCIO FERREIRA;1669;;MORADA DO SOL
64056440;RUA CRESCENCIO FERREIRA;1699;;MORADA DO SOL
64056440;RUA CRESCENCIO FERREIRA;1726;;MORADA DO SOL
64056440;RUA CRESCENCIO FERREIRA;1740;;MORADA DO SOL
64056440;RUA CRESCENCIO FERREIRA;1752;;MORADA DO SOL
64056440;RUA CRESCENCIO FERREIRA;1770;;MORADA DO SOL
64056440;RUA CRESCENCIO FERREIRA;1860;;MORADA DO SOL
64056450;RUA TEOFILO DOS SANTOS;1448;;MORADA DO SOL
64056450;RUA TEOFILO DOS SANTOS;1480;;MORADA DO SOL
64056450;RUA TEOFILO DOS SANTOS;1492;;MORADA DO SOL
64056450;RUA TEOFILO DOS SANTOS;1504;;MORADA DO SOL
64056450;RUA TEOFILO DOS SANTOS;1516;;MORADA DO SOL
64056450;RUA TEOFILO DOS SANTOS;1528;;MORADA DO SOL
64056450;RUA TEOFILO DOS SANTOS;1540;;MORADA DO SOL
64056450;RUA TEOFILO DOS SANTOS;1552;;MORADA DO SOL
64056450;RUA TEOFILO DOS SANTOS;1555;;MORADA DO SOL
64056450;RUA TEOFILO DOS SANTOS;1564;;MORADA DO SOL
64056450;RUA TEOFILO DOS SANTOS;1576;;MORADA DO SOL
64056450;RUA TEOFILO DOS SANTOS;1716;;MORADA DO SOL
64056450;RUA TEOFILO DOS SANTOS;1725;;MORADA DO SOL
64056450;RUA TEOFILO DOS SANTOS;1737;;MORADA DO SOL
64056450;RUA TEOFILO DOS SANTOS;1753;;MORADA DO SOL
64056450;RUA TEOFILO DOS SANTOS;1763;;MORADA DO SOL
64056450;RUA TEOFILO DOS SANTOS;1777;;MORADA DO SOL
64056460;RUA LUCILIO ALBUQUERQUE;1481;;MORADA DO SOL
64056460;RUA LUCILIO ALBUQUERQUE;1493;;MORADA DO SOL
64056460;RUA LUCILIO ALBUQUERQUE;1505;;MORADA DO SOL
64056460;RUA LUCILIO ALBUQUERQUE;1517;;MORADA DO SOL
64056460;RUA LUCILIO ALBUQUERQUE;1529;;MORADA DO SOL
64056460;RUA LUCILIO ALBUQUERQUE;1541;;MORADA DO SOL
64056460;RUA LUCILIO ALBUQUERQUE;1553;;MORADA DO SOL
64056460;RUA LUCILIO ALBUQUERQUE;1565;;MORADA DO SOL
64056460;RUA LUCILIO ALBUQUERQUE;1577;;MORADA DO SOL
64056460;RUA LUCILIO ALBUQUERQUE;1702;;MORADA DO SOL
64056460;RUA LUCILIO ALBUQUERQUE;1715;;MORADA DO SOL
64056460;RUA LUCILIO ALBUQUERQUE;1716;;MORADA DO SOL
64056460;RUA LUCILIO ALBUQUERQUE;1728;;MORADA DO SOL
64056460;RUA LUCILIO ALBUQUERQUE;1740;;MORADA DO SOL
64056460;RUA LUCILIO ALBUQUERQUE;1752;;MORADA DO SOL
64056460;RUA LUCILIO ALBUQUERQUE;1764;;MORADA DO SOL
64056460;RUA LUCILIO ALBUQUERQUE;1776;;MORADA DO SOL
64056460;RUA LUCILIO ALBUQUERQUE;1788;;MORADA DO SOL
64056460;RUA LUCILIO ALBUQUERQUE;1800;;MORADA DO SOL
64056460;RUA LUCILIO ALBUQUERQUE;1812;;MORADA DO SOL
64056460;RUA LUCILIO ALBUQUERQUE;1824;;MORADA DO SOL
64056460;RUA LUCILIO ALBUQUERQUE;1836;;MORADA DO SOL
64056460;RUA LUCILIO ALBUQUERQUE;1856;;MORADA DO SOL
64056460;RUA LUCILIO ALBUQUERQUE;1942;;MORADA DO SOL
64056460;RUA LUCILIO ALBUQUERQUE;1944;;MORADA DO SOL
64056460;RUA LUCILIO ALBUQUERQUE;1953;;PIÇARREIRA
64056460;RUA LUCILIO ALBUQUERQUE;1954;;PIÇARREIRA
64056460;RUA LUCILIO ALBUQUERQUE;1958;;PIÇARREIRA
64056460;RUA LUCILIO ALBUQUERQUE;1966;;PIÇARREIRA
64056460;RUA LUCILIO ALBUQUERQUE;1972;;PIÇARREIRA
64056460;RUA LUCILIO ALBUQUERQUE;1985;;PIÇARREIRA
64056460;RUA LUCILIO ALBUQUERQUE;2014;;PIÇARREIRA
64056460;RUA LUCILIO ALBUQUERQUE;2024;;PIÇARREIRA
64056475;RUA CEL CESAR;1701;;MORADA DO SOL
64056475;RUA CEL CESAR;1702;;MORADA DO SOL
64056475;RUA CEL CESAR;1715;;MORADA DO SOL
64056475;RUA CEL CESAR;1716;;MORADA DO SOL
64056475;RUA CEL CESAR;1727;;MORADA DO SOL
64056475;RUA CEL CESAR;1728;;MORADA DO SOL
64056475;RUA CEL CESAR;1739;;MORADA DO SOL
64056475;RUA CEL CESAR;1740;;MORADA DO SOL
64056475;RUA CEL CESAR;1751;;MORADA DO SOL
64056475;RUA CEL CESAR;1752;;MORADA DO SOL
64056475;RUA CEL CESAR;1763;;MORADA DO SOL
64056475;RUA CEL CESAR;1764;;MORADA DO SOL
64056475;RUA CEL CESAR;1775;;MORADA DO SOL
64056475;RUA CEL CESAR;1776;;MORADA DO SOL
64056475;RUA CEL CESAR;1787;;MORADA DO SOL
64056475;RUA CEL CESAR;1788;;MORADA DO SOL
64056475;RUA CEL CESAR;1799;;MORADA DO SOL
64056475;RUA CEL CESAR;1800;;MORADA DO SOL
64056475;RUA CEL CESAR;1811;;MORADA DO SOL
64056475;RUA CEL CESAR;1812;;MORADA DO SOL
64056475;RUA CEL CESAR;1823;;MORADA DO SOL
